79, 39.5, 2, 0
57, 28.5, 2, 0
111, 55.5, 2, 0
81, 11.571428571428571, 7, 0
118, 59.0, 2, 0
32, 10.666666666666666, 3, 1
131, 65.5, 2, 0
43, 10.75, 4, 0
42, 8.4, 5, 0
50, 50.0, 1, 0
47, 15.666666666666666, 3, 0
46, 23.0, 2, 0
49, 49.0, 1, 0
52, 26.0, 2, 0
35, 8.75, 4, 1
32, 10.666666666666666, 3, 0
45, 22.5, 2, 0
72, 36.0, 2, 0
88, 44.0, 2, 0
66, 16.5, 4, 0
92, 46.0, 2, 0
61, 30.5, 2, 0
71, 35.5, 2, 0
117, 58.5, 2, 0
77, 38.5, 2, 0
83, 41.5, 2, 0
34, 17.0, 2, 0
116, 58.0, 2, 0
45, 22.5, 2, 0
66, 33.0, 2, 0
66, 33.0, 2, 0
56, 14.0, 4, 0
48, 12.0, 4, 0
51, 12.75, 4, 0
61, 15.25, 4, 0
47, 23.5, 2, 0
45, 11.25, 4, 0
49, 12.25, 4, 0
58, 29.0, 2, 0
82, 41.0, 2, 0
68, 17.0, 4, 0
68, 17.0, 4, 0
48, 12.0, 4, 0
60, 15.0, 4, 0
65, 32.5, 2, 0
50, 25.0, 2, 0
39, 19.5, 2, 0
76, 76.0, 1, 0
30, 15.0, 2, 1
35, 17.5, 2, 1
18, 4.5, 4, 1
99, 49.5, 2, 0
36, 18.0, 2, 1
11, 2.75, 4, 1
123, 61.5, 2, 0
120, 120.0, 1, 0
96, 19.2, 5, 0
13, 3.25, 4, 1
114, 57.0, 2, 0
18, 4.5, 4, 1
16, 4.0, 4, 1
62, 15.5, 4, 0
22, 11.0, 2, 1
37, 18.5, 2, 0
56, 14.0, 4, 0
40, 10.0, 4, 0
39, 9.75, 4, 1
132, 132.0, 1, 0
56, 28.0, 2, 0
129, 64.5, 2, 0
89, 44.5, 2, 0
60, 15.0, 4, 0
37, 2.176470588235294, 17, 0
45, 9.0, 5, 0
53, 8.833333333333334, 6, 0
116, 58.0, 2, 0
62, 31.0, 2, 0
78, 39.0, 2, 0
37, 9.25, 4, 0
41, 8.2, 5, 0
57, 14.25, 4, 0
16, 4.0, 4, 1
51, 25.5, 2, 0
46, 11.5, 4, 0
35, 8.75, 4, 1
152, 152.0, 1, 0
61, 61.0, 1, 0
33, 4.714285714285714, 7, 0
54, 54.0, 1, 0
155, 155.0, 1, 0
127, 127.0, 1, 0
148, 148.0, 1, 0
135, 135.0, 1, 0
38, 19.0, 2, 1
128, 64.0, 2, 0
93, 46.5, 2, 0
40, 20.0, 2, 0
134, 67.0, 2, 0
72, 36.0, 2, 0
63, 31.5, 2, 0
30, 15.0, 2, 1
89, 44.5, 2, 0
55, 27.5, 2, 0
89, 44.5, 2, 0
44, 7.333333333333333, 6, 0
33, 11.0, 3, 1
62, 15.5, 4, 0
43, 14.333333333333334, 3, 0
48, 12.0, 4, 0
47, 15.666666666666666, 3, 0
73, 36.5, 2, 0
106, 53.0, 2, 0
134, 67.0, 2, 0
49, 24.5, 2, 0
81, 40.5, 2, 0
50, 25.0, 2, 0
76, 38.0, 2, 0
75, 37.5, 2, 0
39, 19.5, 2, 1
51, 25.5, 2, 0
29, 14.5, 2, 0
9, 4.5, 2, 0
22, 11.0, 2, 0
72, 36.0, 2, 0
289, 289.0, 1, 0
304, 304.0, 1, 0
63, 31.5, 2, 0
271, 271.0, 1, 0
289, 289.0, 1, 0
242, 242.0, 1, 0
305, 305.0, 1, 0
271, 271.0, 1, 0
267, 267.0, 1, 0
275, 275.0, 1, 0
243, 243.0, 1, 0
102, 51.0, 2, 0
205, 205.0, 1, 0
170, 170.0, 1, 0
175, 175.0, 1, 0
206, 206.0, 1, 0
172, 86.0, 2, 0
124, 62.0, 2, 0
175, 87.5, 2, 0
171, 171.0, 1, 0
24, 4.0, 6, 0
30, 3.0, 10, 0
60, 30.0, 2, 0
33, 3.6666666666666665, 9, 0
56, 28.0, 2, 1
68, 34.0, 2, 0
12, 3.0, 4, 1
72, 36.0, 2, 0
62, 31.0, 2, 0
66, 33.0, 2, 0
63, 31.5, 2, 0
69, 34.5, 2, 0
76, 38.0, 2, 0
76, 38.0, 2, 0
66, 33.0, 2, 0
77, 38.5, 2, 0
67, 33.5, 2, 0
37, 18.5, 2, 1
134, 67.0, 2, 0
75, 37.5, 2, 0
64, 32.0, 2, 0
61, 30.5, 2, 0
38, 19.0, 2, 1
103, 51.5, 2, 0
81, 40.5, 2, 0
41, 20.5, 2, 1
40, 20.0, 2, 1
71, 35.5, 2, 0
30, 7.5, 4, 1
29, 14.5, 2, 1
138, 69.0, 2, 0
35, 11.666666666666666, 3, 1
88, 88.0, 1, 0
71, 71.0, 1, 0
42, 14.0, 3, 0
74, 37.0, 2, 0
71, 35.5, 2, 0
12, 3.0, 4, 1
47, 47.0, 1, 0
68, 34.0, 2, 0
131, 65.5, 2, 0
53, 26.5, 2, 0
59, 14.75, 4, 0
64, 32.0, 2, 0
46, 23.0, 2, 0
142, 71.0, 2, 0
44, 44, 1, 1
50, 12.5, 4, 1
79, 39.5, 2, 0
57, 28.5, 2, 0
111, 55.5, 2, 0
81, 11.571428571428571, 7, 0
118, 59.0, 2, 0
32, 10.666666666666666, 3, 1
131, 65.5, 2, 0
43, 10.75, 4, 0
42, 8.4, 5, 0
50, 50.0, 1, 0
47, 15.666666666666666, 3, 0
46, 23.0, 2, 0
49, 49.0, 1, 0
52, 26.0, 2, 0
35, 8.75, 4, 1
32, 10.666666666666666, 3, 0
45, 22.5, 2, 0
72, 36.0, 2, 0
88, 44.0, 2, 0
66, 16.5, 4, 0
92, 46.0, 2, 0
61, 30.5, 2, 0
71, 35.5, 2, 0
117, 58.5, 2, 0
77, 38.5, 2, 0
83, 41.5, 2, 0
34, 17.0, 2, 0
116, 58.0, 2, 0
45, 22.5, 2, 0
66, 33.0, 2, 0
66, 33.0, 2, 0
56, 14.0, 4, 0
48, 12.0, 4, 0
51, 12.75, 4, 0
61, 15.25, 4, 0
47, 23.5, 2, 0
45, 11.25, 4, 0
49, 12.25, 4, 0
58, 29.0, 2, 0
82, 41.0, 2, 0
68, 17.0, 4, 0
68, 17.0, 4, 0
48, 12.0, 4, 0
60, 15.0, 4, 0
65, 32.5, 2, 0
50, 25.0, 2, 0
39, 19.5, 2, 0
76, 76.0, 1, 0
30, 15.0, 2, 1
35, 17.5, 2, 1
18, 4.5, 4, 1
99, 49.5, 2, 0
36, 18.0, 2, 1
11, 2.75, 4, 1
123, 61.5, 2, 0
120, 120.0, 1, 0
96, 19.2, 5, 0
13, 3.25, 4, 1
114, 57.0, 2, 0
18, 4.5, 4, 1
16, 4.0, 4, 1
62, 15.5, 4, 0
22, 11.0, 2, 1
37, 18.5, 2, 0
56, 14.0, 4, 0
40, 10.0, 4, 0
39, 9.75, 4, 1
132, 132.0, 1, 0
56, 28.0, 2, 0
129, 64.5, 2, 0
89, 44.5, 2, 0
60, 15.0, 4, 0
37, 2.176470588235294, 17, 0
45, 9.0, 5, 0
53, 8.833333333333334, 6, 0
116, 58.0, 2, 0
62, 31.0, 2, 0
78, 39.0, 2, 0
37, 9.25, 4, 0
41, 8.2, 5, 0
57, 14.25, 4, 0
16, 4.0, 4, 1
51, 25.5, 2, 0
46, 11.5, 4, 0
35, 8.75, 4, 1
152, 152.0, 1, 0
61, 61.0, 1, 0
33, 4.714285714285714, 7, 0
54, 54.0, 1, 0
155, 155.0, 1, 0
127, 127.0, 1, 0
148, 148.0, 1, 0
135, 135.0, 1, 0
38, 19.0, 2, 1
128, 64.0, 2, 0
93, 46.5, 2, 0
40, 20.0, 2, 0
134, 67.0, 2, 0
72, 36.0, 2, 0
63, 31.5, 2, 0
30, 15.0, 2, 1
89, 44.5, 2, 0
55, 27.5, 2, 0
89, 44.5, 2, 0
44, 7.333333333333333, 6, 0
33, 11.0, 3, 1
62, 15.5, 4, 0
43, 14.333333333333334, 3, 0
48, 12.0, 4, 0
47, 15.666666666666666, 3, 0
73, 36.5, 2, 0
106, 53.0, 2, 0
134, 67.0, 2, 0
49, 24.5, 2, 0
81, 40.5, 2, 0
50, 25.0, 2, 0
76, 38.0, 2, 0
75, 37.5, 2, 0
39, 19.5, 2, 1
51, 25.5, 2, 0
29, 14.5, 2, 0
9, 4.5, 2, 0
22, 11.0, 2, 0
72, 36.0, 2, 0
289, 289.0, 1, 0
304, 304.0, 1, 0
63, 31.5, 2, 0
271, 271.0, 1, 0
289, 289.0, 1, 0
242, 242.0, 1, 0
305, 305.0, 1, 0
271, 271.0, 1, 0
267, 267.0, 1, 0
275, 275.0, 1, 0
243, 243.0, 1, 0
102, 51.0, 2, 0
205, 205.0, 1, 0
170, 170.0, 1, 0
175, 175.0, 1, 0
206, 206.0, 1, 0
172, 86.0, 2, 0
124, 62.0, 2, 0
175, 87.5, 2, 0
171, 171.0, 1, 0
24, 4.0, 6, 0
30, 3.0, 10, 0
60, 30.0, 2, 0
33, 3.6666666666666665, 9, 0
56, 28.0, 2, 1
68, 34.0, 2, 0
12, 3.0, 4, 1
72, 36.0, 2, 0
62, 31.0, 2, 0
66, 33.0, 2, 0
63, 31.5, 2, 0
69, 34.5, 2, 0
76, 38.0, 2, 0
76, 38.0, 2, 0
66, 33.0, 2, 0
77, 38.5, 2, 0
67, 33.5, 2, 0
37, 18.5, 2, 1
134, 67.0, 2, 0
75, 37.5, 2, 0
64, 32.0, 2, 0
61, 30.5, 2, 0
38, 19.0, 2, 1
103, 51.5, 2, 0
81, 40.5, 2, 0
41, 20.5, 2, 1
40, 20.0, 2, 1
71, 35.5, 2, 0
30, 7.5, 4, 1
29, 14.5, 2, 1
138, 69.0, 2, 0
35, 11.666666666666666, 3, 1
88, 88.0, 1, 0
71, 71.0, 1, 0
42, 14.0, 3, 0
74, 37.0, 2, 0
71, 35.5, 2, 0
12, 3.0, 4, 1
47, 47.0, 1, 0
68, 34.0, 2, 0
131, 65.5, 2, 0
53, 26.5, 2, 0
59, 14.75, 4, 0
64, 32.0, 2, 0
46, 23.0, 2, 0
142, 71.0, 2, 0
44, 44, 1, 1
50, 12.5, 4, 1
